4.4297e-13,-2.0757e-13,-1.6599e-14,5.8627e-14,4.3988e-14,-3.1503e-13,6.3027e-14,4.3136e-14,-2.7949e-13,5.5035e-14,3.5637e-14,-2.7461e-13,5.7835e-15,9.713e-15,-2.6455e-13
-2.0757e-13,2.0817e-13,-2.3819e-13,5.0961e-14,5.4322e-14,-3.0302e-13,4.8086e-14,5.3606e-14,-2.898e-13,4.8347e-14,5.425e-14,-2.8235e-13,3.1463e-15,1.4982e-14,-2.7965e-13
-1.6599e-14,-2.3819e-13,2.6444e-12,-9.1884e-15,1.856e-14,-2.7632e-14,-1.0112e-14,2.249e-14,-2.2573e-14,-6.5751e-15,2.1535e-14,-2.6288e-14,-3.9208e-15,1.6368e-14,-3.604e-14
5.8627e-14,5.0961e-14,-9.1884e-15,3.129e-13,-3.3994e-13,2.5911e-14,1.3007e-14,3.7399e-15,-3.6604e-13,-2.787e-15,-2.2443e-15,9.6845e-15,-1.5344e-15,1.2823e-15,2.6602e-14
4.3988e-14,5.4322e-14,1.856e-14,-3.3994e-13,2.671e-13,-1.5422e-13,1.1268e-14,1.3785e-14,-3.1939e-13,1.2925e-15,-1.744e-15,-1.2164e-14,6.2055e-16,2.4319e-15,1.61e-14
-3.1503e-13,-3.0302e-13,-2.7632e-14,2.5911e-14,-1.5422e-13,2.5608e-12,2.9288e-14,2.9606e-14,-1.8001e-13,2.9478e-14,1.3367e-14,-1.6425e-13,3.0485e-16,-8.9942e-15,-1.7279e-13
6.3027e-14,4.8086e-14,-1.0112e-14,1.3007e-14,1.1268e-14,2.9288e-14,3.1688e-13,-3.374e-13,2.4221e-14,1.4699e-14,4.0209e-15,-3.6848e-13,4.0052e-16,-7.3934e-16,8.4743e-15
4.3136e-14,5.3606e-14,2.249e-14,3.7399e-15,1.3785e-14,2.9606e-14,-3.374e-13,2.6796e-13,-1.6425e-13,1.2005e-14,1.4062e-14,-3.1571e-13,1.6815e-15,1.0609e-15,-1.2379e-14
-2.7949e-13,-2.898e-13,-2.2573e-14,-3.6604e-13,-3.1939e-13,-1.8001e-13,2.4221e-14,-1.6425e-13,2.3279e-12,2.4018e-14,3.198e-14,-2.117e-13,8.3539e-16,-4.3662e-15,-1.75e-13
5.5035e-14,4.8347e-14,-6.5751e-15,-2.787e-15,1.2925e-15,2.9478e-14,1.4699e-14,1.2005e-14,2.4018e-14,3.1606e-13,-3.3738e-13,2.0908e-14,6.3061e-15,4.8412e-15,-3.6236e-13
3.5637e-14,5.425e-14,2.1535e-14,-2.2443e-15,-1.744e-15,1.3367e-14,4.0209e-15,1.4062e-14,3.198e-14,-3.3738e-13,2.6813e-13,-1.6529e-13,2.2316e-15,1.5316e-14,-3.0692e-13
-2.7461e-13,-2.8235e-13,-2.6288e-14,9.6845e-15,-1.2164e-14,-1.6425e-13,-3.6848e-13,-3.1571e-13,-2.117e-13,2.0908e-14,-1.6529e-13,2.3186e-12,-2.2651e-15,9.5466e-15,-2.0539e-13
5.7835e-15,3.1463e-15,-3.9208e-15,-1.5344e-15,6.2055e-16,3.0485e-16,4.0052e-16,1.6815e-15,8.3539e-16,6.3061e-15,2.2316e-15,-2.2651e-15,3.9659e-13,-2.9072e-13,1.9879e-14
9.713e-15,1.4982e-14,1.6368e-14,1.2823e-15,2.4319e-15,-8.9942e-15,-7.3934e-16,1.0609e-15,-4.3662e-15,4.8412e-15,1.5316e-14,9.5466e-15,-2.9072e-13,2.0062e-13,-1.8816e-13
-2.6455e-13,-2.7965e-13,-3.604e-14,2.6602e-14,1.61e-14,-1.7279e-13,8.4743e-15,-1.2379e-14,-1.75e-13,-3.6236e-13,-3.0692e-13,-2.0539e-13,1.9879e-14,-1.8816e-13,2.2915e-12
